"","patent_id","ipc_section"
"119227","10082314","G"
"119228","10082314","H"
"119229","10082314","F"
"119230","10082315","F"
"119231","10082316","F"
"119232","10082316","B"
"119233","10082317","F"
"119234","10082317","E"
"119235","10082318","F"
"119236","10082318","G"
"119237","10082318","H"
"119238","10082319","F"
"119239","10082319","G"
"119240","10082320","F"
"119241","10082321","F"
"119242","10082322","F"
"119243","10082323","F"
"119244","10082324","F"
"119245","10082324","G"
"119246","10082325","F"
"119247","10082326","F"
"119248","10082327","F"
"119249","10082328","F"
"119250","10082329","F"
"119251","10082330","F"
"119252","10082331","F"
"119253","10082332","F"
"119254","10082333","F"
"119255","10082334","F"
"119256","10082334","B"
"119257","10082335","F"
"119258","10082335","B"
"119259","10082336","F"
"119260","10082336","C"
"119261","10082336","B"
"119262","10082337","F"
"119263","10082338","H"
"119264","10082338","F"
"119265","10082338","A"
"119266","10082339","F"
"119267","10082340","F"
"119268","10082341","F"
"119269","10082342","F"
"119270","10082343","F"
"119271","10082344","F"
"119272","10082345","F"
"119273","10082345","H"
"119274","10082346","F"
"119275","10082346","H"
"119276","10082347","F"
"119277","10082348","F"
"119278","10082349","F"
"119279","10082349","H"
"119280","10082350","F"
"119281","10082351","F"
"119282","10082352","F"
"119283","10082353","F"
"119284","10082354","F"
"119285","10082355","F"
"119286","10082356","F"
"119287","10082357","F"
"119288","10082358","F"
"119289","10082359","F"
"119290","10082360","F"
"119291","10082361","F"
"119292","10082362","F"
"119293","10082362","H"
"119294","10082363","F"
"119295","10082364","F"
"119296","10082365","F"
"119297","10082366","F"
"119298","10082367","F"
"119299","10082367","G"
"119300","10082368","F"
"119301","10082369","F"
"119302","10082369","B"
"119303","10082369","G"
"119304","10082370","F"
"119305","10082370","A"
"119306","10082371","F"
"119307","10082372","B"
"119308","10082372","F"
"119309","10082373","F"
"119310","10082374","F"
"119311","10082375","F"
"119312","10082376","F"
"119313","10082377","F"
"119314","10082378","F"
"119315","10082379","G"
"119316","10082380","G"
"119317","10082381","G"
"119318","10082381","B"
"119319","10082382","G"
"119320","10082383","G"
"119321","10082383","H"
"119322","10082384","G"
"119323","10082384","A"
"119324","10082385","G"
"119325","10082385","H"
"119326","10082386","G"
"119327","10082387","G"
"119328","10082388","G"
"119329","10082389","G"
"119330","10082390","G"
"119331","10082391","G"
"119332","10082392","G"
"119333","10082393","G"
"119334","10082393","B"
"119335","10082394","G"
"119336","10082395","G"
"119337","10082395","A"
"119338","10082396","A"
"119339","10082396","G"
"119340","10082396","H"
"119341","10082397","G"
"119342","10082397","H"
"119343","10082398","G"
"119344","10082398","H"
"119345","10082399","G"
"119346","10082400","G"
"119347","10082400","B"
"119348","10082401","G"
"119349","10082402","G"
"119350","10082403","G"
"119351","10082404","G"
"119352","10082405","G"
"119353","10082406","G"
"119354","10082407","G"
"119355","10082408","G"
"119356","10082409","G"
"119357","10082410","G"
"119358","10082411","F"
"119359","10082411","G"
"119360","10082412","G"
"119361","10082412","A"
"119362","10082413","G"
"119363","10082413","H"
"119364","10082414","G"
"119365","10082414","B"
"119366","10082415","G"
"119367","10082416","G"
"119368","10082416","F"
"119369","10082417","G"
"119370","10082417","H"
"119371","10082418","G"
"119372","10082419","G"
"119373","10082420","G"
"119374","10082421","G"
"119375","10082422","G"
"119376","10082423","G"
"119377","10082424","G"
"119378","10082425","G"
"119379","10082426","G"
"119380","10082427","G"
"119381","10082427","H"
"119382","10082428","G"
"119383","10082428","H"
"119384","10082429","G"
"119385","10082430","G"
"119386","10082431","G"
"119387","10082432","G"
"119388","10082433","G"
"119389","10082433","E"
"119390","10082434","G"
"119391","10082434","F"
"119392","10082435","G"
"119393","10082436","G"
"119394","10082436","H"
"119395","10082437","G"
"119396","10082438","G"
"119397","10082438","B"
"119398","10082439","G"
"119399","10082439","B"
"119400","10082440","G"
"119401","10082441","G"
"119402","10082441","B"
"119403","10082442","F"
"119404","10082442","G"
"119405","10082443","G"
"119406","10082443","B"
"119407","10082444","F"
"119408","10082444","G"
"119409","10082444","B"
"119410","10082445","F"
"119411","10082445","G"
"119412","10082446","G"
"119413","10082446","B"
"119414","10082447","G"
"119415","10082448","G"
"119416","10082448","B"
"119417","10082448","E"
"119418","10082449","G"
"119419","10082450","F"
"119420","10082450","G"
"119421","10082451","A"
"119422","10082451","G"
"119423","10082452","G"
"119424","10082452","B"
"119425","10082453","G"
"119426","10082453","C"
"119427","10082454","G"
"119428","10082454","B"
"119429","10082455","G"
"119430","10082455","B"
"119431","10082456","G"
"119432","10082457","G"
"119433","10082458","G"
"119434","10082458","A"
"119435","10082459","G"
"119436","10082460","F"
"119437","10082460","G"
"119438","10082461","G"
"119439","10082462","G"
"119440","10082463","G"
"119441","10082464","G"
"119442","10082464","H"
"119443","10082465","G"
"119444","10082465","A"
"119445","10082466","G"
"119446","10082467","B"
"119447","10082467","G"
"119448","10082467","A"
"119449","10082467","C"
"119450","10082468","G"
"119451","10082469","G"
"119452","10082470","G"
"119453","10082471","B"
"119454","10082471","G"
"119455","10082471","H"
"119456","10082473","G"
"119457","10082474","G"
"119458","10082474","A"
"119459","10082475","G"
"119460","10082476","G"
"119461","10082477","C"
"119462","10082477","G"
"119463","10082477","B"
"119464","10082478","G"
"119465","10082479","G"
"119466","10082479","C"
"119467","10082480","G"
"119468","10082481","G"
"119469","10082482","G"
"119470","10082482","F"
"119471","10082483","G"
"119472","10082483","B"
"119473","10082483","C"
"119474","10082484","G"
"119475","10082485","G"
"119476","10082486","G"
"119477","10082487","G"
"119478","10082488","G"
"119479","10082489","G"
"119480","10082489","B"
"119481","10082490","H"
"119482","10082490","G"
"119483","10082491","G"
"119484","10082492","G"
"119485","10082493","A"
"119486","10082493","G"
"119487","10082495","G"
"119488","10082496","G"
"119489","10082496","A"
"119490","10082496","C"
"119491","10082497","G"
"119492","10082497","B"
"119493","10082498","A"
"119494","10082498","G"
"119495","10082498","C"
"119496","10082499","G"
"119497","10082499","C"
"119498","10082499","H"
"119499","10082500","G"
"119500","10082500","B"
"119501","10082501","G"
"119502","10082502","G"
"119503","10082502","B"
"119504","10082503","G"
"119505","10082504","A"
"119506","10082504","G"
"119507","10082505","B"
"119508","10082505","G"
"119509","10082506","G"
"119510","10082506","C"
"119511","10082506","A"
"119512","10082507","G"
"119513","10082507","B"
"119514","10082508","G"
"119515","10082508","C"
"119516","10082509","G"
"119517","10082509","C"
"119518","10082510","G"
"119519","10082510","A"
"119520","10082510","C"
"119521","10082511","G"
"119522","10082512","G"
"119523","10082514","G"
"119524","10082514","C"
"119525","10082515","G"
"119526","10082515","C"
"119527","10082515","A"
"119528","10082516","G"
"119529","10082516","B"
"119530","10082517","G"
"119531","10082517","B"
"119532","10082518","G"
"119533","10082519","G"
"119534","10082519","H"
"119535","10082519","A"
"119536","10082520","G"
"119537","10082521","G"
"119538","10082522","G"
"119539","10082523","G"
"119540","10082524","G"
"119541","10082525","G"
"119542","10082525","H"
"119543","10082526","G"
"119544","10082527","G"
"119545","10082528","G"
"119546","10082529","G"
"119547","10082529","H"
"119548","10082530","G"
"119549","10082530","H"
"119550","10082531","G"
"119551","10082531","H"
"119552","10082532","G"
"119553","10082532","H"
"119554","10082533","G"
"119555","10082534","G"
"119556","10082535","G"
"119557","10082535","H"
"119558","10082536","G"
"119559","10082537","G"
"119560","10082538","G"
"119561","10082538","H"
"119562","10082539","G"
"119563","10082539","H"
"119564","10082540","G"
"119565","10082541","G"
"119566","10082541","H"
"119567","10082542","G"
"119568","10082542","H"
"119569","10082542","B"
"119570","10082543","G"
"119571","10082544","G"
"119572","10082544","E"
"119573","10082545","G"
"119574","10082546","G"
"119575","10082547","G"
"119576","10082547","A"
"119577","10082548","G"
"119578","10082549","G"
"119579","10082549","H"
"119580","10082550","G"
"119581","10082551","G"
"119582","10082552","G"
"119583","10082552","A"
"119584","10082553","G"
"119585","10082554","G"
"119586","10082554","H"
"119587","10082555","G"
"119588","10082555","H"
"119589","10082556","H"
"119590","10082556","G"
"119591","10082557","G"
"119592","10082557","H"
"119593","10082558","G"
"119594","10082558","H"
"119595","10082559","H"
"119596","10082559","G"
"119597","10082560","G"
"119598","10082561","G"
"119599","10082562","G"
"119600","10082563","G"
"119601","10082564","G"
"119602","10082565","G"
"119603","10082565","A"
"119604","10082566","G"
"119605","10082567","E"
"119606","10082567","G"
"119607","10082568","G"
"119608","10082568","H"
"119609","10082569","G"
"119610","10082569","H"
"119611","10082570","G"
"119612","10082570","H"
"119613","10082571","G"
"119614","10082572","G"
"119615","10082573","G"
"119616","10082573","B"
"119617","10082574","G"
"119618","10082574","H"
"119619","10082575","G"
"119620","10082576","G"
"119621","10082576","H"
"119622","10082577","G"
"119623","10082578","G"
"119624","10082579","G"
"119625","10082579","H"
"119626","10082580","G"
"119627","10082580","H"
"119628","10082581","G"
"119629","10082581","H"
"119630","10082582","G"
"119631","10082583","G"
"119632","10082584","G"
"119633","10082585","G"
"119634","10082585","H"
"119635","10082586","G"
"119636","10082587","G"
"119637","10082588","G"
"119638","10082589","G"
"119639","10082590","G"
"119640","10082590","H"
"119641","10082591","G"
"119642","10082592","G"
"119643","10082593","G"
"119644","10082593","E"
"119645","10082594","G"
"119646","10082595","G"
"119647","10082595","E"
"119648","10082596","G"
"119649","10082596","F"
"119650","10082596","B"
"119651","10082597","G"
"119652","10082598","G"
"119653","10082599","G"
"119654","10082600","G"
"119655","10082601","G"
"119656","10082602","G"
"119657","10082602","E"
"119658","10082603","B"
"119659","10082603","G"
"119660","10082604","G"
"119661","10082604","C"
"119662","10082605","G"
"119663","10082605","C"
"119664","10082605","H"
"119665","10082606","G"
"119666","10082606","C"
"119667","10082607","G"
"119668","10082607","B"
"119669","10082607","C"
"119670","10082608","G"
"119671","10082609","G"
"119672","10082609","B"
"119673","10082610","G"
"119674","10082610","H"
"119675","10082611","F"
"119676","10082611","G"
"119677","10082611","C"
"119678","10082612","G"
"119679","10082613","G"
"119680","10082613","F"
"119681","10082614","F"
"119682","10082614","G"
"119683","10082615","F"
"119684","10082616","F"
"119685","10082616","C"
"119686","10082616","G"
"119687","10082617","G"
"119688","10082617","F"
"119689","10082618","G"
"119690","10082618","F"
"119691","10082619","F"
"119692","10082619","H"
"119693","10082619","G"
"119694","10082620","F"
"119695","10082620","G"
"119696","10082621","G"
"119697","10082621","F"
"119698","10082622","G"
"119699","10082623","G"
"119700","10082623","H"
"119701","10082624","G"
"119702","10082625","G"
"119703","10082626","H"
"119704","10082626","G"
"119705","10082627","G"
"119706","10082628","G"
"119707","10082629","G"
"119708","10082630","G"
"119709","10082631","G"
"119710","10082631","B"
"119711","10082632","G"
"119712","10082632","A"
"119713","10082633","G"
"119714","10082633","H"
"119715","10082634","G"
"119716","10082635","G"
"119717","10082636","G"
"119718","10082637","G"
"119719","10082637","H"
"119720","10082638","H"
"119721","10082638","G"
"119722","10082639","G"
"119723","10082640","G"
"119724","10082640","H"
"119725","10082641","E"
"119726","10082641","G"
"119727","10082641","F"
"119728","10082642","G"
"119729","10082643","G"
"119730","10082644","G"
"119731","10082645","G"
"119732","10082646","G"
"119733","10082647","G"
"119734","10082648","G"
"119735","10082649","G"
"119736","10082649","H"
"119737","10082650","G"
"119738","10082651","H"
"119739","10082651","G"
"119740","10082652","G"
"119741","10082652","B"
"119742","10082653","G"
"119743","10082654","H"
"119744","10082654","G"
"119745","10082655","G"
"119746","10082656","G"
"119747","10082657","G"
"119748","10082658","G"
"119749","10082658","H"
"119750","10082658","F"
"119751","10082659","G"
"119752","10082660","B"
"119753","10082660","G"
"119754","10082661","G"
"119755","10082662","G"
"119756","10082663","H"
"119757","10082663","G"
"119758","10082664","H"
"119759","10082664","G"
"119760","10082665","G"
"119761","10082665","H"
"119762","10082666","G"
"119763","10082666","B"
"119764","10082667","G"
"119765","10082668","G"
"119766","10082668","B"
"119767","10082669","G"
"119768","10082670","B"
"119769","10082670","G"
"119770","10082671","G"
"119771","10082671","H"
"119772","10082672","G"
"119773","10082673","G"
"119774","10082673","H"
"119775","10082674","G"
"119776","10082675","G"
"119777","10082676","G"
"119778","10082676","H"
"119779","10082677","G"
"119780","10082678","G"
"119781","10082679","G"
"119782","10082680","G"
"119783","10082680","F"
"119784","10082681","G"
"119785","10082681","H"
"119786","10082682","A"
"119787","10082682","G"
"119788","10082682","H"
"119789","10082683","G"
"119790","10082684","G"
"119791","10082684","H"
"119792","10082685","G"
"119793","10082686","G"
"119794","10082687","G"
"119795","10082687","B"
"119796","10082688","G"
"119797","10082689","G"
"119798","10082690","G"
"119799","10082690","H"
"119800","10082691","H"
"119801","10082691","G"
"119802","10082692","F"
"119803","10082692","G"
"119804","10082692","H"
"119805","10082693","G"
"119806","10082694","H"
"119807","10082694","G"
"119808","10082695","G"
"119809","10082696","G"
"119810","10082697","G"
"119811","10082698","G"
"119812","10082699","G"
"119813","10082700","G"
"119814","10082700","H"
"119815","10082701","G"
"119816","10082702","G"
"119817","10082703","G"
"119818","10082704","G"
"119819","10082705","G"
"119820","10082706","G"
"119821","10082707","G"
"119822","10082708","G"
"119823","10082709","G"
"119824","10082709","C"
"119825","10082710","G"
"119826","10082711","G"
"119827","10082712","G"
"119828","10082713","G"
"119829","10082713","H"
"119830","10082714","H"
"119831","10082714","G"
"119832","10082715","G"
"119833","10082716","G"
"119834","10082716","B"
"119835","10082717","G"
"119836","10082717","H"
"119837","10082718","G"
"119838","10082719","G"
"119839","10082720","G"
"119840","10082721","G"
"119841","10082721","H"
"119842","10082721","C"
"119843","10082722","G"
"119844","10082723","H"
"119845","10082723","G"
"119846","10082724","G"
"119847","10082724","H"
"119848","10082725","G"
"119849","10082725","H"
"119850","10082726","G"
"119851","10082726","F"
"119852","10082727","G"
"119853","10082727","H"
"119854","10082728","H"
"119855","10082728","G"
"119856","10082729","G"
"119857","10082731","G"
"119858","10082731","F"
"119859","10082731","H"
"119860","10082732","G"
"119861","10082732","B"
"119862","10082732","H"
"119863","10082733","G"
"119864","10082734","G"
"119865","10082734","H"
"119866","10082734","C"
"119867","10082735","G"
"119868","10082735","C"
"119869","10082735","H"
"119870","10082736","G"
"119871","10082736","H"
"119872","10082736","B"
"119873","10082738","G"
"119874","10082739","G"
"119875","10082740","G"
"119876","10082741","G"
"119877","10082742","G"
"119878","10082743","G"
"119879","10082744","G"
"119880","10082745","G"
"119881","10082746","G"
"119882","10082747","G"
"119883","10082748","G"
"119884","10082749","G"
"119885","10082750","G"
"119886","10082751","G"
"119887","10082752","G"
"119888","10082753","G"
"119889","10082754","G"
"119890","10082755","G"
"119891","10082756","G"
"119892","10082757","G"
"119893","10082757","B"
"119894","10082758","G"
"119895","10082759","G"
"119896","10082759","B"
"119897","10082760","G"
"119898","10082760","B"
"119899","10082760","H"
"119900","10082761","G"
"119901","10082762","G"
"119902","10082763","G"
"119903","10082764","G"
"119904","10082765","G"
"119905","10082766","G"
"119906","10082767","G"
"119907","10082768","G"
"119908","10082769","G"
"119909","10082769","B"
"119910","10082770","G"
"119911","10082771","G"
"119912","10082771","H"
"119913","10082772","G"
"119914","10082773","G"
"119915","10082774","G"
"119916","10082775","G"
"119917","10082775","H"
"119918","10082776","G"
"119919","10082776","D"
"119920","10082777","G"
"119921","10082778","G"
"119922","10082778","B"
"119923","10082779","G"
"119924","10082780","G"
"119925","10082781","G"
"119926","10082781","B"
"119927","10082782","G"
"119928","10082783","G"
"119929","10082784","G"
"119930","10082785","G"
"119931","10082785","H"
"119932","10082786","G"
"119933","10082786","H"
"119934","10082787","G"
"119935","10082788","G"
"119936","10082788","B"
"119937","10082789","B"
"119938","10082789","G"
"119939","10082790","G"
"119940","10082790","B"
"119941","10082791","G"
"119942","10082791","B"
"119943","10082792","G"
"119944","10082792","F"
"119945","10082793","G"
"119946","10082794","G"
"119947","10082794","H"
"119948","10082795","G"
"119949","10082796","G"
"119950","10082797","G"
"119951","10082797","B"
"119952","10082798","G"
"119953","10082799","G"
"119954","10082799","B"
"119955","10082800","G"
"119956","10082800","B"
"119957","10082801","G"
"119958","10082801","B"
"119959","10082802","G"
"119960","10082803","B"
"119961","10082803","G"
"119962","10082804","G"
"119963","10082804","F"
"119964","10082805","G"
"119965","10082805","E"
"119966","10082806","G"
"119967","10082807","G"
"119968","10082808","G"
"119969","10082808","B"
"119970","10082809","G"
"119971","10082809","H"
"119972","10082810","G"
"119973","10082810","H"
"119974","10082811","G"
"119975","10082811","H"
"119976","10082812","G"
"119977","10082813","G"
"119978","10082814","H"
"119979","10082814","G"
"119980","10082815","G"
"119981","10082815","H"
"119982","10082816","G"
"119983","10082816","H"
"119984","10082817","H"
"119985","10082817","G"
"119986","10082818","H"
"119987","10082818","G"
"119988","10082819","H"
"119989","10082819","G"
"119990","10082820","H"
"119991","10082820","G"
"119992","10082821","G"
"119993","10082821","B"
"119994","10082822","G"
"119995","10082822","H"
"119996","10082823","G"
"119997","10082823","H"
"119998","10082824","G"
"119999","10082824","H"
"120000","10082825","G"
"120001","10082825","H"
"120002","10082826","G"
"120003","10082827","G"
"120004","10082828","G"
"120005","10082828","H"
"120006","10082828","F"
"120007","10082828","A"
"120008","10082829","G"
"120009","10082830","G"
"120010","10082830","H"
"120011","10082830","A"
"120012","10082830","B"
"120013","10082831","G"
"120014","10082831","H"
"120015","10082832","G"
"120016","10082833","G"
"120017","10082834","G"
"120018","10082835","G"
"120019","10082835","H"
"120020","10082836","G"
"120021","10082837","G"
"120022","10082837","F"
"120023","10082837","H"
"120024","10082838","G"
"120025","10082838","H"
"120026","10082838","E"
"120027","10082839","G"
"120028","10082839","H"
"120029","10082840","G"
"120030","10082840","H"
"120031","10082841","H"
"120032","10082841","G"
"120033","10082841","A"
"120034","10082841","F"
"120035","10082842","G"
"120036","10082842","H"
"120037","10082843","G"
"120038","10082844","G"
"120039","10082845","G"
"120040","10082845","H"
"120041","10082846","H"
"120042","10082846","G"
"120043","10082847","G"
"120044","10082847","H"
"120045","10082848","G"
"120046","10082849","G"
"120047","10082849","H"
"120048","10082850","G"
"120049","10082850","H"
"120050","10082851","G"
"120051","10082851","H"
"120052","10082852","G"
"120053","10082853","G"
"120054","10082854","G"
"120055","10082854","H"
"120056","10082855","G"
"120057","10082856","G"
"120058","10082857","G"
"120059","10082857","H"
"120060","10082858","G"
"120061","10082859","G"
"120062","10082859","H"
"120063","10082860","G"
"120064","10082861","G"
"120065","10082861","H"
"120066","10082862","G"
"120067","10082863","G"
"120068","10082864","G"
"120069","10082865","G"
"120070","10082866","G"
"120071","10082867","G"
"120072","10082868","G"
"120073","10082869","B"
"120074","10082869","G"
"120075","10082870","G"
"120076","10082871","G"
"120077","10082872","G"
"120078","10082873","G"
"120079","10082874","G"
"120080","10082874","A"
"120081","10082875","G"
"120082","10082876","G"
"120083","10082876","H"
"120084","10082877","G"
"120085","10082878","G"
"120086","10082879","G"
"120087","10082880","G"
"120088","10082881","G"
"120089","10082882","G"
"120090","10082883","G"
"120091","10082884","G"
"120092","10082885","G"
"120093","10082886","G"
"120094","10082887","G"
"120095","10082888","G"
"120096","10082889","G"
"120097","10082890","G"
"120098","10082891","G"
"120099","10082892","G"
"120100","10082893","G"
"120101","10082894","G"
"120102","10082895","G"
"120103","10082896","G"
"120104","10082897","G"
"120105","10082898","G"
"120106","10082899","G"
"120107","10082900","G"
"120108","10082901","G"
"120109","10082902","G"
"120110","10082902","B"
"120111","10082903","G"
"120112","10082904","G"
"120113","10082904","H"
"120114","10082905","G"
"120115","10082906","G"
"120116","10082907","G"
"120117","10082908","G"
"120118","10082908","H"
"120119","10082909","G"
"120120","10082910","G"
"120121","10082911","G"
"120122","10082912","G"
"120123","10082913","G"
"120124","10082914","H"
"120125","10082914","G"
"120126","10082915","G"
"120127","10082916","G"
"120128","10082917","G"
"120129","10082917","B"
"120130","10082918","G"
"120131","10082919","H"
"120132","10082919","G"
"120133","10082920","G"
"120134","10082920","C"
"120135","10082921","G"
"120136","10082922","G"
"120137","10082922","H"
"120138","10082923","G"
"120139","10082924","G"
"120140","10082925","G"
"120141","10082925","A"
"120142","10082925","D"
"120143","10082925","F"
"120144","10082926","G"
"120145","10082927","G"
"120146","10082927","H"
"120147","10082928","G"
"120148","10082928","H"
"120149","10082929","G"
"120150","10082930","G"
"120151","10082930","H"
"120152","10082931","G"
"120153","10082933","G"
"120154","10082934","G"
"120155","10082934","H"
"120156","10082935","G"
"120157","10082936","G"
"120158","10082937","G"
"120159","10082937","H"
"120160","10082938","G"
"120161","10082939","G"
"120162","10082939","H"
"120163","10082940","G"
"120164","10082941","G"
"120165","10082941","H"
"120166","10082942","E"
"120167","10082942","G"
"120168","10082942","H"
"120169","10082943","G"
"120170","10082944","G"
"120171","10082945","G"
"120172","10082945","H"
"120173","10082946","G"
"120174","10082947","G"
"120175","10082948","G"
"120176","10082949","G"
"120177","10082950","G"
"120178","10082951","G"
"120179","10082952","G"
"120180","10082953","G"
"120181","10082954","G"
"120182","10082954","H"
"120183","10082955","G"
"120184","10082956","G"
"120185","10082957","G"
"120186","10082958","G"
"120187","10082959","G"
"120188","10082960","G"
"120189","10082961","G"
"120190","10082962","G"
"120191","10082963","G"
"120192","10082964","G"
"120193","10082965","G"
"120194","10082966","G"
"120195","10082967","G"
"120196","10082968","G"
"120197","10082969","G"
"120198","10082970","G"
"120199","10082970","H"
"120200","10082971","G"
"120201","10082972","G"
"120202","10082972","H"
"120203","10082973","G"
"120204","10082974","H"
"120205","10082974","G"
"120206","10082975","G"
"120207","10082976","G"
"120208","10082977","G"
"120209","10082978","G"
"120210","10082979","G"
"120211","10082980","G"
"120212","10082981","G"
"120213","10082982","G"
"120214","10082983","G"
"120215","10082984","G"
"120216","10082985","G"
"120217","10082986","G"
"120218","10082986","H"
"120219","10082987","G"
"120220","10082988","G"
"120221","10082988","H"
"120222","10082989","G"
"120223","10082989","B"
"120224","10082990","G"
"120225","10082991","G"
"120226","10082991","H"
"120227","10082992","G"
"120228","10082993","G"
"120229","10082994","G"
"120230","10082994","H"
"120231","10082995","G"
"120232","10082995","H"
"120233","10082996","G"
"120234","10082997","G"
"120235","10082998","H"
"120236","10082998","G"
"120237","10082999","G"
"120238","10082999","H"
"120239","10083000","G"
"120240","10083000","H"
"120241","10083001","G"
"120242","10083001","H"
"120243","10083002","G"
"120244","10083002","H"
"120245","10083003","G"
"120246","10083004","G"
"120247","10083004","H"
"120248","10083005","G"
"120249","10083005","H"
"120250","10083006","G"
"120251","10083006","H"
"120252","10083007","G"
"120253","10083008","G"
"120254","10083009","G"
"120255","10083010","G"
"120256","10083011","G"
"120257","10083012","G"
"120258","10083012","H"
"120259","10083013","G"
"120260","10083014","G"
"120261","10083015","G"
"120262","10083016","G"
"120263","10083017","G"
"120264","10083018","G"
"120265","10083018","H"
"120266","10083019","G"
"120267","10083019","H"
"120268","10083020","G"
"120269","10083020","H"
"120270","10083021","G"
"120271","10083021","H"
"120272","10083022","G"
"120273","10083023","G"
"120274","10083023","H"
"120275","10083024","G"
"120276","10083024","H"
"120277","10083025","G"
"120278","10083026","G"
"120279","10083026","H"
"120280","10083027","G"
"120281","10083028","G"
"120282","10083028","H"
"120283","10083029","G"
"120284","10083030","G"
"120285","10083031","G"
"120286","10083032","G"
"120287","10083033","G"
"120288","10083034","H"
"120289","10083034","G"
"120290","10083035","G"
"120291","10083036","G"
"120292","10083037","G"
"120293","10083038","G"
"120294","10083039","G"
"120295","10083040","G"
"120296","10083041","G"
"120297","10083042","G"
"120298","10083043","G"
"120299","10083044","G"
"120300","10083045","G"
"120301","10083046","G"
"120302","10083047","G"
"120303","10083048","G"
"120304","10083049","G"
"120305","10083050","G"
"120306","10083051","G"
"120307","10083052","G"
"120308","10083053","G"
"120309","10083053","H"
"120310","10083054","G"
"120311","10083054","H"
"120312","10083055","G"
"120313","10083055","H"
"120314","10083056","H"
"120315","10083056","G"
"120316","10083057","G"
"120317","10083058","G"
"120318","10083059","G"
"120319","10083060","G"
"120320","10083061","G"
"120321","10083062","G"
"120322","10083064","G"
"120323","10083065","G"
"120324","10083066","G"
"120325","10083067","G"
"120326","10083068","G"
"120327","10083069","G"
"120328","10083070","G"
"120329","10083070","H"
"120330","10083071","G"
"120331","10083072","G"
"120332","10083073","G"
"120333","10083073","H"
"120334","10083074","G"
"120335","10083074","H"
"120336","10083075","G"
"120337","10083076","G"
"120338","10083077","G"
"120339","10083078","G"
"120340","10083078","H"
"120341","10083079","G"
"120342","10083079","H"
"120343","10083080","G"
"120344","10083080","H"
"120345","10083081","G"
"120346","10083082","G"
"120347","10083083","G"
"120348","10083083","H"
"120349","10083084","G"
"120350","10083085","G"
"120351","10083086","G"
"120352","10083087","G"
"120353","10083088","G"
"120354","10083089","G"
"120355","10083090","G"
"120356","10083091","G"
"120357","10083092","G"
"120358","10083093","G"
"120359","10083094","G"
"120360","10083095","G"
"120361","10083096","G"
"120362","10083097","G"
"120363","10083097","H"
"120364","10083098","G"
"120365","10083099","G"
"120366","10083100","G"
"120367","10083101","G"
"120368","10083102","G"
"120369","10083103","G"
"120370","10083103","H"
"120371","10083104","G"
"120372","10083104","H"
"120373","10083105","H"
"120374","10083105","G"
"120375","10083106","G"
"120376","10083107","G"
"120377","10083108","G"
"120378","10083109","G"
"120379","10083109","H"
"120380","10083110","G"
"120381","10083111","G"
"120382","10083112","G"
"120383","10083113","G"
"120384","10083114","G"
"120385","10083115","G"
"120386","10083116","G"
"120387","10083117","G"
"120388","10083118","G"
"120389","10083119","G"
"120390","10083120","G"
"120391","10083121","G"
"120392","10083122","G"
"120393","10083123","G"
"120394","10083124","G"
"120395","10083125","G"
"120396","10083126","G"
"120397","10083127","G"
"120398","10083128","H"
"120399","10083128","G"
"120400","10083129","G"
"120401","10083129","H"
"120402","10083130","G"
"120403","10083130","H"
"120404","10083131","G"
"120405","10083131","H"
"120406","10083132","G"
"120407","10083132","H"
"120408","10083132","F"
"120409","10083133","G"
"120410","10083134","G"
"120411","10083135","G"
"120412","10083136","H"
"120413","10083136","G"
"120414","10083137","G"
"120415","10083138","G"
"120416","10083140","G"
"120417","10083141","G"
"120418","10083142","G"
"120419","10083143","G"
"120420","10083144","G"
"120421","10083145","G"
"120422","10083146","G"
"120423","10083146","H"
"120424","10083147","G"
"120425","10083148","G"
"120426","10083148","H"
"120427","10083149","G"
"120428","10083149","H"
"120429","10083151","G"
"120430","10083151","H"
"120431","10083152","G"
"120432","10083153","G"
"120433","10083154","G"
"120434","10083154","H"
"120435","10083155","G"
"120436","10083156","G"
"120437","10083157","G"
"120438","10083158","G"
"120439","10083158","H"
"120440","10083159","G"
"120441","10083159","H"
"120442","10083160","G"
"120443","10083161","G"
"120444","10083162","G"
"120445","10083163","G"
"120446","10083164","G"
"120447","10083165","G"
"120448","10083166","G"
"120449","10083167","G"
"120450","10083168","G"
"120451","10083169","G"
"120452","10083170","G"
"120453","10083171","G"
"120454","10083172","G"
"120455","10083173","G"
"120456","10083174","G"
"120457","10083175","G"
"120458","10083176","G"
"120459","10083177","G"
"120460","10083177","H"
"120461","10083178","G"
"120462","10083178","H"
"120463","10083179","G"
"120464","10083180","G"
"120465","10083181","G"
"120466","10083182","G"
"120467","10083183","G"
"120468","10083184","G"
"120469","10083185","G"
"120470","10083186","G"
"120471","10083187","G"
"120472","10083188","G"
"120473","10083188","H"
"120474","10083189","G"
"120475","10083190","G"
"120476","10083191","G"
"120477","10083192","G"
"120478","10083193","G"
"120479","10083193","H"
"120480","10083194","G"
"120481","10083194","H"
"120482","10083195","G"
"120483","10083196","G"
"120484","10083197","G"
"120485","10083197","H"
"120486","10083198","G"
"120487","10083199","G"
"120488","10083200","G"
"120489","10083201","G"
"120490","10083202","G"
"120491","10083203","G"
"120492","10083204","G"
"120493","10083204","H"
"120494","10083205","G"
"120495","10083206","G"
"120496","10083207","G"
"120497","10083208","G"
